"","Coefficient","zip"
"8994",0.06851,28584
"8995",0.06851,28585
"8996",0.06851,28586
"8997",0.05197,28587
"8998",0.05197,28589
"8999",0.06851,28590
"9000",0.06851,28594
"9001",0.18002,28601
"9002",0.18002,28602
"9003",0.4572,28604
"9004",0.18002,28605
"9005",0.18002,28606
"9006",0.18002,28607
"9007",0.18002,28609
"9008",0.18002,28610
"9009",0.18002,28611
"9010",0.18002,28612
"9011",0.18002,28613
"9012",0.4572,28615
"9013",0.4572,28616
"9014",0.18002,28617
"9015",0.18002,28618
"9016",0.18002,28619
"9017",0.76998,28621
"9018",0.4572,28622
"9019",0.76998,28623
"9020",0.18002,28624
"9021",0.76998,28625
"9022",0.18002,28626
"9023",0.76998,28627
"9024",0.18002,28628
"9025",0.18002,28629
"9026",0.18002,28630
"9027",0.18002,28631
"9028",0.76998,28634
"9029",0.76998,28635
"9030",0.76998,28636
"9031",0.18002,28637
"9032",0.18002,28638
"9033",0.18002,28640
"9034",0.76998,28642
"9035",0.4572,28643
"9036",0.76998,28644
"9037",0.18002,28645
"9038",0.4572,28646
"9039",0.4572,28647
"9040",0.76998,28649
"9041",0.18002,28650
"9042",0.18002,28651
"9043",0.4572,28652
"9044",0.76998,28654
"9045",0.18002,28655
"9046",0.4572,28657
"9047",0.18002,28658
"9048",0.76998,28659
"9049",0.76998,28660
"9050",0.4572,28662
"9051",0.76998,28663
"9052",0.18002,28665
"9053",0.18002,28666
"9054",0.18002,28667
"9055",0.76998,28668
"9056",0.76998,28669
"9057",0.76998,28670
"9058",0.18002,28671
"9059",0.76998,28672
"9060",0.18002,28673
"9061",0.76998,28675
"9062",0.76998,28676
"9063",0.76998,28677
"9064",0.76998,28678
"9065",0.4572,28679
"9066",0.18002,28681
"9067",0.76998,28682
"9068",0.76998,28683
"9069",0.4572,28684
"9070",0.76998,28685
"9071",0.76998,28689
"9072",0.18002,28690
"9073",0.4572,28692
"9074",0.4572,28693
"9075",0.18002,28694
"9076",0.76998,28697
"9077",0.4572,28698
"9078",0.4572,28701
"9079",0.14098,28702
"9080",0.4572,28704
"9081",0.4572,28705
"9082",0.13465,28707
"9083",0.13465,28708
"9084",0.4572,28709
"9085",0.4572,28711
"9086",0.13465,28712
"9087",0.13465,28713
"9088",0.4572,28714
"9089",0.4572,28715
"9090",0.4572,28716
"9091",0.13465,28717
"9092",0.13465,28718
"9093",0.4572,28719
"9094",0.4572,28720
"9095",0.4572,28721
"9096",0.18002,28722
"9097",0.13465,28723
"9098",0.13465,28725
"9099",0.13465,28726
"9100",0.13465,28729
"9101",0.4572,28730
"9102",0.13465,28731
"9103",0.4572,28732
"9104",0.14098,28733
"9105",0.13465,28734
"9106",0.4572,28735
"9107",0.13465,28736
"9108",0.13465,28739
"9109",0.4572,28740
"9110",0.13465,28741
"9111",0.13465,28742
"9112",0.4572,28743
"9113",0.4572,28745
"9114",0.18002,28746
"9115",0.13465,28747
"9116",0.4572,28748
"9117",0.4572,28749
"9118",0.4572,28751
"9119",0.4572,28752
"9120",0.4572,28753
"9121",0.4572,28754
"9122",0.18002,28756
"9123",0.4572,28757
"9124",0.4572,28759
"9125",0.18002,28761
"9126",0.4572,28762
"9127",0.13465,28763
"9128",0.13465,28766
"9129",0.13465,28768
"9130",0.14098,28771
"9131",0.13465,28772
"9132",0.13465,28773
"9133",0.13465,28774
"9134",0.13465,28775
"9135",0.4572,28777
"9136",0.4572,28778
"9137",0.13465,28779
"9138",0.14098,28781
"9139",0.18002,28782
"9140",0.13465,28783
"9141",0.4572,28785
"9142",0.4572,28786
"9143",0.4572,28787
"9144",0.13465,28789
"9145",0.13465,28790
"9146",0.13465,28791
"9147",0.4572,28792
"9148",0.4572,28801
"9149",0.4572,28803
"9150",0.4572,28804
"9151",0.4572,28805
"9152",0.4572,28806
"9153",0.14098,28901
"9154",0.14098,28902
"9155",0.14098,28904
"9156",0.14098,28905
"9157",0.14098,28906
"9158",0.14098,28909
"9159",0.43882,29001
"9160",0.43882,29003
"9161",0.43882,29006
"9162",0.43882,29009
"9163",0.43882,29010
"9164",0.43882,29014
"9165",0.43882,29015
"9166",0.43882,29016
"9167",0.43882,29018
"9168",0.43882,29020
"9169",0.43882,29030
"9170",0.18002,29031
"9171",0.43882,29032
"9172",0.43882,29033
"9173",0.43882,29036
"9174",0.13465,29037
"9175",0.43882,29038
"9176",0.43882,29039
"9177",0.43882,29040
"9178",0.43882,29042
"9179",0.43882,29044
"9180",0.43882,29045
"9181",0.43882,29046
"9182",0.43882,29047
"9183",0.43882,29048
"9184",0.43882,29051
"9185",0.43882,29052
"9186",0.43882,29053
"9187",0.43882,29054
"9188",0.43882,29055
"9189",0.43882,29056
"9190",0.43882,29058
"9191",0.43882,29059
"9192",0.43882,29061
"9193",0.43882,29062
"9194",0.43882,29063
"9195",0.43882,29065
"9196",0.43882,29067
"9197",0.43882,29069
"9198",0.43882,29070
"9199",0.43882,29072
"9200",0.43882,29073
"9201",0.43882,29074
"9202",0.43882,29075
"9203",0.43882,29078
"9204",0.43882,29079
"9205",0.43882,29080
"9206",0.13249,29081
"9207",0.43882,29082
"9208",0.43882,29101
"9209",0.43882,29102
"9210",0.43882,29104
"9211",0.43882,29105
"9212",0.43882,29107
"9213",0.43882,29108
"9214",0.43882,29111
"9215",0.43882,29112
"9216",0.43882,29113
"9217",0.43882,29114
"9218",0.43882,29115
"9219",0.43882,29117
"9220",0.43882,29118
"9221",0.43882,29122
"9222",0.43882,29123
"9223",0.43882,29125
"9224",0.43882,29126
"9225",0.43882,29127
"9226",0.43882,29128
"9227",0.43882,29129
"9228",0.43882,29130
"9229",0.43882,29133
"9230",0.43882,29135
"9231",0.43882,29137
"9232",0.43882,29138
"9233",0.43882,29142
"9234",0.43882,29145
"9235",0.43882,29146
"9236",0.43882,29147
"9237",0.43882,29148
"9238",0.43882,29150
"9239",0.43882,29152
"9240",0.43882,29153
"9241",0.43882,29154
"9242",0.43882,29160
"9243",0.43882,29161
"9244",0.43882,29162
"9245",0.43882,29163
"9246",0.43882,29164
"9247",0.43882,29166
"9248",0.43882,29168
"9249",0.43882,29169
"9250",0.43882,29170
"9251",0.43882,29172
"9252",0.43882,29175
"9253",0.18002,29178
"9254",0.43882,29180
"9255",0.43882,29201
"9256",0.43882,29202
"9257",0.43882,29203
"9258",0.43882,29204
"9259",0.43882,29205
"9260",0.43882,29206
"9261",0.43882,29207
"9262",0.43882,29208
"9263",0.43882,29209
"9264",0.43882,29210
"9265",0.43882,29212
"9266",0.43882,29223
"9267",0.43882,29225
"9268",0.43882,29229
"9269",0.18002,29301
"9270",0.18002,29302
"9271",0.18002,29303
"9272",0.18002,29306
"9273",0.18002,29307
"9274",0.18002,29316
"9275",0.18002,29320
"9276",0.18002,29321
"9277",0.18002,29322
"9278",0.18002,29323
"9279",0.18002,29324
"9280",0.18002,29325
"9281",0.18002,29329
"9282",0.18002,29330
"9283",0.18002,29331
"9284",0.13465,29332
"9285",0.18002,29333
"9286",0.13465,29334
"9287",0.18002,29335
"9288",0.18002,29338
"9289",0.18002,29340
"9290",0.18002,29341
"9291",0.18002,29346
"9292",0.18002,29349
"9293",0.18002,29351
"9294",0.18002,29353
"9295",0.13465,29355
"9296",0.13465,29356
"9297",0.13465,29360
"9298",0.18002,29364
"9299",0.13465,29365
"9300",0.18002,29368
"9301",0.18002,29369
"9302",0.13465,29370
"9303",0.18002,29372
"9304",0.18002,29373
"9305",0.18002,29374
"9306",0.13465,29375
"9307",0.18002,29376
"9308",0.18002,29377
"9309",0.18002,29378
"9310",0.18002,29379
"9311",0.13465,29384
"9312",0.18002,29385
"9313",0.13465,29388
"9314",0.43882,29401
"9315",0.43882,29403
"9316",0.43882,29404
"9317",0.43882,29405
"9318",0.43882,29406
"9319",0.43882,29407
"9320",0.43882,29409
"9321",0.43882,29410
"9322",0.43882,29412
"9323",0.43882,29414
"9324",0.43882,29418
"9325",0.43882,29420
"9326",0.43882,29423
"9327",0.43882,29424
"9328",0.43882,29426
"9329",0.43882,29429
"9330",0.43882,29431
"9331",0.43882,29432
"9332",0.43882,29434
"9333",0.43882,29435
"9334",0.43882,29436
"9335",0.43882,29437
"9336",0.43882,29438
"9337",0.43882,29439
"9338",0.30046,29440
"9339",0.43882,29445
"9340",0.13249,29446
"9341",0.43882,29448
"9342",0.43882,29449
"9343",0.43882,29450
"9344",0.43882,29451
"9345",0.43882,29452
"9346",0.43882,29453
"9347",0.43882,29455
"9348",0.43882,29456
"9349",0.30046,29458
"9350",0.43882,29461
"9351",0.43882,29464
"9352",0.43882,29466
"9353",0.43882,29468
"9354",0.43882,29469
"9355",0.43882,29470
"9356",0.43882,29471
"9357",0.43882,29472
"9358",0.43882,29474
"9359",0.43882,29475
"9360",0.43882,29477
"9361",0.43882,29479
"9362",0.43882,29481
"9363",0.43882,29482
"9364",0.43882,29483
"9365",0.43882,29485
"9366",0.43882,29487
"9367",0.43882,29488
"9368",0.43882,29492
"9369",0.43882,29493
"9370",0.30046,29501
"9371",0.30046,29505
"9372",0.30046,29506
"9373",0.30046,29510
"9374",0.30046,29511
"9375",0.30046,29512
"9376",0.30046,29516
"9377",0.43882,29518
"9378",0.30046,29519
"9379",0.34286,29520
"9380",0.30046,29525
"9381",0.30046,29526
"9382",0.30046,29527
"9383",0.30046,29530
"9384",0.30046,29532
"9385",0.30046,29536
"9386",0.30046,29540
"9387",0.30046,29541
"9388",0.30046,29543
"9389",0.30046,29544
"9390",0.30046,29545
"9391",0.30046,29546
"9392",0.30046,29547
"9393",0.43882,29550
"9394",0.30046,29554
"9395",0.30046,29555
"9396",0.43882,29556
"9397",0.30046,29560
"9398",0.30046,29563
"9399",0.43882,29564
"9400",0.30046,29565
"9401",0.30046,29566
"9402",0.30046,29567
"9403",0.30046,29568
"9404",0.30046,29569
"9405",0.30046,29570
"9406",0.30046,29571
"9407",0.30046,29572
"9408",0.30046,29574
"9409",0.30046,29575
"9410",0.30046,29576
"9411",0.30046,29577
"9412",0.30046,29579
"9413",0.30046,29580
"9414",0.30046,29581
"9415",0.30046,29582
"9416",0.30046,29583
"9417",0.34286,29584
"9418",0.30046,29585
"9419",0.30046,29588
"9420",0.43882,29590
"9421",0.30046,29591
"9422",0.30046,29592
"9423",0.30046,29593
"9424",0.30046,29594
"9425",0.34286,29596
"9426",0.13465,29601
"9427",0.13465,29605
"9428",0.13465,29607
"9429",0.13465,29609
"9430",0.13465,29611
"9431",0.13465,29613
"9432",0.13465,29614
"9433",0.13465,29615
"9434",0.13465,29617
"9435",0.13465,29620
"9436",0.13465,29621
"9437",0.13465,29624
"9438",0.13465,29625
"9439",0.13465,29626
"9440",0.13465,29627
"9441",0.13465,29628
"9442",0.13465,29630
"9443",0.13465,29631
"9444",0.13465,29634
"9445",0.13465,29635
"9446",0.13465,29638
"9447",0.13465,29639
"9448",0.13465,29640
"9449",0.13465,29642
"9450",0.13465,29643
"9451",0.13465,29644
"9452",0.13465,29645
"9453",0.13465,29646
"9454",0.13465,29649
"9455",0.13465,29650
"9456",0.13465,29651
"9457",0.13465,29653
"9458",0.13465,29654
"9459",0.13465,29655
"9460",0.13465,29657
"9461",0.13465,29658
"9462",0.13465,29659
"9463",0.13465,29661
"9464",0.13465,29662
"9465",0.13465,29664
"9466",0.13465,29665
"9467",0.13465,29666
"9468",0.13465,29667
"9469",0.13465,29669
"9470",0.13465,29670
"9471",0.13465,29671
"9472",0.13465,29672
"9473",0.13465,29673
"9474",0.13465,29676
"9475",0.13465,29678
"9476",0.13465,29680
"9477",0.13465,29681
"9478",0.13465,29682
"9479",0.13465,29683
"9480",0.13465,29684
"9481",0.13465,29685
"9482",0.13465,29686
"9483",0.13465,29687
"9484",0.13465,29689
"9485",0.13465,29690
"9486",0.13465,29691
"9487",0.13465,29692
"9488",0.13465,29693
"9489",0.13465,29696
"9490",0.13465,29697
"9491",0.18002,29702
"9492",0.18002,29704
"9493",0.18002,29706
"9494",0.18002,29707
"9495",0.18002,29708
"9496",0.34286,29709
"9497",0.18002,29710
"9498",0.18002,29712
"9499",0.18002,29714
"9500",0.18002,29715
"9501",0.18002,29717
"9502",0.34286,29718
"9503",0.18002,29720
"9504",0.18002,29724
"9505",0.18002,29726
"9506",0.34286,29727
"9507",0.34286,29728
"9508",0.18002,29729
"9509",0.18002,29730
"9510",0.18002,29732
"9511",0.18002,29733
"9512",0.34286,29741
"9513",0.18002,29742
"9514",0.18002,29743
"9515",0.18002,29745
"9516",0.13249,29801
"9517",0.13249,29803
"9518",0.43882,29805
"9519",0.13249,29809
"9520",0.13249,29810
"9521",0.13249,29812
"9522",0.13249,29816
"9523",0.43882,29817
"9524",0.13465,29819
"9525",0.13249,29821
"9526",0.13249,29824
"9527",0.43882,29826
"9528",0.13249,29827
"9529",0.13249,29828
"9530",0.13249,29829
"9531",0.13249,29831
"9532",0.43882,29832
"9533",0.13249,29834
"9534",0.13465,29835
"9535",0.13249,29836
"9536",0.13465,29838
"9537",0.13465,29840
"9538",0.13249,29841
"9539",0.13249,29842
"9540",0.13249,29843
"9541",0.13465,29844
"9542",0.13465,29845
"9543",0.13249,29847
"9544",0.13465,29848
"9545",0.13249,29849
"9546",0.13249,29850
"9547",0.13249,29851
"9548",0.13249,29853
"9549",0.13249,29856
"9550",0.13249,29860
"9551",0.13465,29899
"9552",0.13249,29902
"9553",0.13249,29904
"9554",0.13249,29905
"9555",0.13249,29906
"9556",0.13249,29907
"9557",0.13249,29909
"9558",0.13249,29910
"9559",0.13249,29911
"9560",0.13249,29912
"9561",0.13249,29915
"9562",0.13249,29916
"9563",0.13249,29918
"9564",0.13249,29920
"9565",0.13249,29921
"9566",0.13249,29922
"9567",0.13249,29923
"9568",0.13249,29924
"9569",0.13249,29926
"9570",0.13249,29927
"9571",0.13249,29928
"9572",0.13249,29929
"9573",0.13249,29932
"9574",0.13249,29934
"9575",0.13249,29935
"9576",0.13249,29936
"9577",0.13249,29939
"9578",0.13249,29940
"9579",0.13249,29941
"9580",0.13249,29943
"9581",0.13249,29944
"9582",0.13249,29945
"9583",0.57531,30002
"9584",0.57531,30004
"9585",0.57531,30005
"9586",0.57531,30008
"9587",0.57531,30009
"9588",0.57531,30011
"9589",0.57531,30012
"9590",0.57531,30013
"9591",0.57531,30014
"9592",0.57531,30016
"9593",0.57531,30017
"9594",0.57531,30019
"9595",0.57531,30021
"9596",0.57531,30022
"9597",0.57531,30024
"9598",0.57531,30025
"9599",0.57531,30028
"9600",0.57531,30030
"9601",0.57531,30032
"9602",0.57531,30033
"9603",0.57531,30034
"9604",0.57531,30035
"9605",0.57531,30038
"9606",0.57531,30039
"9607",0.57531,30040
"9608",0.57531,30041
"9609",0.57531,30043
"9610",0.57531,30044
"9611",0.57531,30045
"9612",0.57531,30046
"9613",0.57531,30047
"9614",0.57531,30052
"9615",0.57531,30054
"9616",0.57531,30055
"9617",0.57531,30056
"9618",0.57531,30058
"9619",0.57531,30060
"9620",0.57531,30062
"9621",0.57531,30064
"9622",0.57531,30066
"9623",0.57531,30067
"9624",0.57531,30068
"9625",0.57531,30070
"9626",0.57531,30071
"9627",0.57531,30072
"9628",0.57531,30075
"9629",0.57531,30076
"9630",0.57531,30078
"9631",0.57531,30079
"9632",0.57531,30080
"9633",0.57531,30082
"9634",0.57531,30083
"9635",0.57531,30084
"9636",0.57531,30087
"9637",0.57531,30088
"9638",0.57531,30092
"9639",0.57531,30093
"9640",0.57531,30094
"9641",0.57531,30096
"9642",0.57531,30097
"9643",0.57531,30101
"9644",0.57531,30102
"9645",0.14098,30103
"9646",0.57531,30104
"9647",0.14098,30105
"9648",0.57531,30106
"9649",0.14098,30107
"9650",0.57531,30108
"9651",0.57531,30110
"9652",0.57531,30113
"9653",0.57531,30114
"9654",0.57531,30115
"9655",0.57531,30116
"9656",0.57531,30117
"9657",0.57531,30118
"9658",0.57531,30120
"9659",0.57531,30121
"9660",0.57531,30122
"9661",0.57531,30124
"9662",0.57531,30125
"9663",0.57531,30126
"9664",0.57531,30127
"9665",0.57531,30132
"9666",0.57531,30134
"9667",0.57531,30135
"9668",0.57531,30137
"9669",0.14098,30139
"9670",0.57531,30141
"9671",0.14098,30143
"9672",0.57531,30144
"9673",0.14098,30145
"9674",0.57531,30147
"9675",0.14098,30148
"9676",0.14098,30149
"9677",0.57531,30152
"9678",0.57531,30153
"9679",0.57531,30157
"9680",0.14098,30161
"9681",0.57531,30164
"9682",0.14098,30165
"9683",0.57531,30168
"9684",0.57531,30170
"9685",0.14098,30171
"9686",0.57531,30173
"9687",0.14098,30175
"9688",0.57531,30176
"9689",0.14098,30177
"9690",0.57531,30178
"9691",0.57531,30179
"9692",0.57531,30180
"9693",0.57531,30182
"9694",0.14098,30183
"9695",0.57531,30184
"9696",0.57531,30185
"9697",0.57531,30187
"9698",0.57531,30188
"9699",0.57531,30189
"9700",0.57531,30204
"9701",0.57531,30205
"9702",0.57531,30206
"9703",0.57531,30213
"9704",0.57531,30214
"9705",0.57531,30215
"9706",0.57531,30216
"9707",0.57531,30217
"9708",0.57531,30218
"9709",0.57531,30220
"9710",0.57531,30222
"9711",0.57531,30223
"9712",0.57531,30224
"9713",0.57531,30228
"9714",0.57531,30230
"9715",0.57531,30233
"9716",0.57531,30234
"9717",0.57531,30236
"9718",0.57531,30238
"9719",0.57531,30240
"9720",0.57531,30241
"9721",0.57531,30248
"9722",0.57531,30250
"9723",0.57531,30251
"9724",0.57531,30252
"9725",0.57531,30253
"9726",0.57531,30256
"9727",0.57531,30257
"9728",0.57531,30258
"9729",0.57531,30259
"9730",0.57531,30260
"9731",0.57531,30263
"9732",0.57531,30265
"9733",0.57531,30268
"9734",0.57531,30269
"9735",0.57531,30273
"9736",0.57531,30274
"9737",0.57531,30275
"9738",0.57531,30276
"9739",0.57531,30277
"9740",0.57531,30281
"9741",0.57531,30284
"9742",0.57531,30285
"9743",0.57531,30286
"9744",0.57531,30288
"9745",0.57531,30289
"9746",0.57531,30290
"9747",0.57531,30291
"9748",0.57531,30292
"9749",0.57531,30293
"9750",0.57531,30294
"9751",0.57531,30295
"9752",0.57531,30296
"9753",0.57531,30297
"9754",0.57531,30303
"9755",0.57531,30305
"9756",0.57531,30306
"9757",0.57531,30307
"9758",0.57531,30308
"9759",0.57531,30309
"9760",0.57531,30310
"9761",0.57531,30311
"9762",0.57531,30312
"9763",0.57531,30313
"9764",0.57531,30314
"9765",0.57531,30315
"9766",0.57531,30316
"9767",0.57531,30317
"9768",0.57531,30318
"9769",0.57531,30319
"9770",0.57531,30322
"9771",0.57531,30324
"9772",0.57531,30326
"9773",0.57531,30327
"9774",0.57531,30328
"9775",0.57531,30329
"9776",0.57531,30331
"9777",0.57531,30332
"9778",0.57531,30334
"9779",0.57531,30336
"9780",0.57531,30337
"9781",0.57531,30338
"9782",0.57531,30339
"9783",0.57531,30340
"9784",0.57531,30341
"9785",0.57531,30342
"9786",0.57531,30344
"9787",0.57531,30345
"9788",0.57531,30346
"9789",0.57531,30349
"9790",0.57531,30350
"9791",0.57531,30354
"9792",0.57531,30360
"9793",0.57531,30363
"9794",0.13249,30401
"9795",0.13249,30410
"9796",0.13249,30411
"9797",0.13249,30412
"9798",0.13249,30413
"9799",0.13249,30415
"9800",0.13249,30417
"9801",0.13249,30420
"9802",0.13249,30421
"9803",0.13249,30423
"9804",0.13249,30425
"9805",0.13249,30426
"9806",0.13249,30427
"9807",0.13249,30428
"9808",0.13249,30429
"9809",0.13249,30434
"9810",0.13249,30436
"9811",0.13249,30438
"9812",0.13249,30439
"9813",0.13249,30441
"9814",0.13249,30442
"9815",0.13249,30445
"9816",0.13249,30446
"9817",0.13249,30448
"9818",0.13249,30449
"9819",0.13249,30450
"9820",0.13249,30451
"9821",0.13249,30452
"9822",0.13249,30453
"9823",0.13249,30454
"9824",0.13249,30455
"9825",0.13249,30456
"9826",0.13249,30457
"9827",0.13249,30458
"9828",0.13249,30460
"9829",0.13249,30461
"9830",0.13249,30464
"9831",0.13249,30467
"9832",0.13249,30470
"9833",0.13249,30471
"9834",0.13249,30473
"9835",0.13249,30474
"9836",0.13249,30475
"9837",0.13249,30477
"9838",0.13465,30501
"9839",0.57531,30504
"9840",0.13465,30506
"9841",0.13465,30507
"9842",0.13465,30510
"9843",0.13465,30511
"9844",0.14098,30512
"9845",0.14098,30513
"9846",0.13465,30516
"9847",0.57531,30517
"9848",0.57531,30518
"9849",0.57531,30519
"9850",0.13465,30520
"9851",0.13465,30521
"9852",0.14098,30522
"9853",0.13465,30523
"9854",0.13465,30525
"9855",0.13465,30527
"9856",0.13465,30528
"9857",0.13465,30529
"9858",0.13465,30530
"9859",0.13465,30531
"9860",0.14098,30533
"9861",0.14098,30534
"9862",0.13465,30535
"9863",0.14098,30536
"9864",0.13465,30537
"9865",0.13465,30538
"9866",0.14098,30540
"9867",0.14098,30541
"9868",0.57531,30542
"9869",0.13465,30543
"9870",0.14098,30545
"9871",0.14098,30546
"9872",0.13465,30547
"9873",0.57531,30548
"9874",0.13465,30549
"9875",0.13465,30552
"9876",0.13465,30553
"9877",0.13465,30554
"9878",0.14098,30555
"9879",0.13465,30557
"9880",0.13465,30558
"9881",0.14098,30559
"9882",0.14098,30560
"9883",0.13465,30562
"9884",0.13465,30563
"9885",0.14098,30564
"9886",0.13465,30565
"9887",0.57531,30566
"9888",0.13465,30567
"9889",0.13465,30568
"9890",0.13465,30571
"9891",0.14098,30572
"9892",0.13465,30573
"9893",0.13465,30575
"9894",0.13465,30576
"9895",0.13465,30577
"9896",0.13465,30581
"9897",0.14098,30582
"9898",0.13465,30601
"9899",0.13465,30602
"9900",0.13465,30605
"9901",0.13465,30606
"9902",0.13465,30607
"9903",0.13465,30609
"9904",0.13465,30619
"9905",0.57531,30620
"9906",0.57531,30621
"9907",0.13465,30622
"9908",0.57531,30623
"9909",0.13465,30624
"9910",0.57531,30625
"9911",0.13465,30627
"9912",0.13465,30628
"9913",0.13465,30629
"9914",0.13465,30630
"9915",0.13465,30631
"9916",0.13465,30633
"9917",0.13465,30634
"9918",0.13465,30635
"9919",0.57531,30641
"9920",0.13465,30642
"9921",0.13465,30643
"9922",0.13465,30646
"9923",0.13465,30648
"9924",0.57531,30650
"9925",0.57531,30655
"9926",0.57531,30656
"9927",0.13465,30660
"9928",0.13465,30662
"9929",0.57531,30663
"9930",0.13465,30664
"9931",0.13465,30665
"9932",0.13465,30666
"9933",0.13465,30667
"9934",0.13465,30668
"9935",0.13465,30669
"9936",0.13465,30673
"9937",0.13465,30677
"9938",0.13465,30678
"9939",0.57531,30680
"9940",0.13465,30683
"9941",0.14098,30701
"9942",0.14098,30705
"9943",0.14098,30707
"9944",0.14098,30708
"9945",0.14098,30710
"9946",0.14098,30711
"9947",0.14098,30720
"9948",0.14098,30721
"9949",0.14098,30725
"9950",0.14098,30726
"9951",0.14098,30728
"9952",0.14098,30730
"9953",0.14098,30731
"9954",0.14098,30733
"9955",0.14098,30734
"9956",0.14098,30735
"9957",0.14098,30736
"9958",0.14098,30738
"9959",0.14098,30739
"9960",0.14098,30740
"9961",0.14098,30741
"9962",0.14098,30742
"9963",0.14098,30746
"9964",0.14098,30747
"9965",0.14098,30750
"9966",0.14098,30751
"9967",0.14098,30752
"9968",0.14098,30753
"9969",0.14098,30755
"9970",0.14098,30756
"9971",0.14098,30757
"9972",0.13249,30802
"9973",0.13249,30803
"9974",0.13249,30805
"9975",0.13465,30807
"9976",0.13249,30808
"9977",0.13249,30809
"9978",0.13249,30810
"9979",0.13249,30812
"9980",0.13249,30813
"9981",0.13249,30814
"9982",0.13249,30815
"9983",0.13249,30816
"9984",0.13465,30817
"9985",0.13249,30818
"9986",0.13249,30820
"9987",0.13465,30821
"9988",0.13249,30822
"9989",0.13249,30823
"9990",0.13249,30824
"9991",0.13249,30828
"9992",0.13249,30830
"9993",0.13249,30833
"9994",0.13249,30901
"9995",0.13249,30903
"9996",0.13249,30904
"9997",0.13249,30905
"9998",0.13249,30906
"9999",0.13249,30907
"10000",0.13249,30909
"10001",0.13249,30912
"10002",0.12847,31001
"10003",0.13249,31002
"10004",0.57531,31003
"10005",0.57531,31005
"10006",0.57531,31006
"10007",0.57531,31007
"10008",0.57531,31008
"10009",0.13249,31009
"10010",0.13249,31011
"10011",0.57531,31012
"10012",0.57531,31014
"10013",0.12847,31015
"10014",0.57531,31016
"10015",0.57531,31017
"10016",0.13249,31018
"10017",0.13249,31019
"10018",0.57531,31020
"10019",0.13249,31021
"10020",0.57531,31022
"10021",0.57531,31023
"10022",0.57531,31024
"10023",0.57531,31025
"10024",0.13249,31027
"10025",0.57531,31028
"10026",0.57531,31029
"10027",0.57531,31030
"10028",0.57531,31031
"10029",0.57531,31032
"10030",0.57531,31033
"10031",0.13249,31035
"10032",0.57531,31036
"10033",0.13249,31037
"10034",0.57531,31038
"10035",0.57531,31039
"10036",0.57531,31041
"10037",0.57531,31042
"10038",0.57531,31044
"10039",0.13249,31045
"10040",0.57531,31046
"10041",0.57531,31047
"10042",0.13249,31049
"10043",0.57531,31050
"10044",0.57531,31051
"10045",0.57531,31052
"10046",0.57531,31054
"10047",0.13249,31055
"10048",0.57531,31057
"10049",0.57531,31058
"10050",0.13249,31060
"10051",0.57531,31061
"10052",0.57531,31062
"10053",0.57531,31063
"10054",0.57531,31064
"10055",0.57531,31065
"10056",0.57531,31066
"10057",0.13249,31067
"10058",0.57531,31068
"10059",0.57531,31069
"10060",0.57531,31070
"10061",0.57531,31071
"10062",0.12847,31072
"10063",0.13249,31075
"10064",0.57531,31076
"10065",0.12847,31077
"10066",0.57531,31078
"10067",0.12847,31079
"10068",0.57531,31081
"10069",0.13249,31082
"10070",0.13249,31083
"10071",0.12847,31084
"10072",0.57531,31085
"10073",0.57531,31087
"10074",0.57531,31088
"10075",0.13249,31089
"10076",0.57531,31090
"10077",0.57531,31091
"10078",0.12847,31092
"10079",0.57531,31093
"10080",0.13249,31094
"10081",0.13249,31096
"10082",0.57531,31097
"10083",0.57531,31098
"10084",0.57531,31201
"10085",0.57531,31204
"10086",0.57531,31206
"10087",0.57531,31207
"10088",0.57531,31210
"10089",0.57531,31211
"10090",0.57531,31213
"10091",0.57531,31216
"10092",0.57531,31217
"10093",0.57531,31220
"10094",0.13249,31301
"10095",0.13249,31302
"10096",0.13249,31303
"10097",0.75656,31304
"10098",0.75656,31305
"10099",0.13249,31307
"10100",0.13249,31308
"10101",0.13249,31309
"10102",0.13249,31312
"10103",0.13249,31313
"10104",0.13249,31314
"10105",0.13249,31315
"10106",0.13249,31316
"10107",0.13249,31318
"10108",0.13249,31320
"10109",0.13249,31321
"10110",0.13249,31322
"10111",0.13249,31323
"10112",0.13249,31324
"10113",0.13249,31326
"10114",0.75656,31327
"10115",0.13249,31328
"10116",0.13249,31329
"10117",0.75656,31331
"10118",0.13249,31401
"10119",0.13249,31404
"10120",0.13249,31405
"10121",0.13249,31406
"10122",0.13249,31407
"10123",0.13249,31408
"10124",0.13249,31409
"10125",0.13249,31410
"10126",0.13249,31411
"10127",0.13249,31415
"10128",0.13249,31419
"10129",0.75656,31501
"10130",0.39136,31503
"10131",0.39136,31510
"10132",0.39136,31512
"10133",0.13249,31513
"10134",0.75656,31516
"10135",0.75656,31518
"10136",0.39136,31519
"10137",0.75656,31520
"10138",0.75656,31522
"10139",0.75656,31523
"10140",0.75656,31524
"10141",0.75656,31525
"10142",0.75656,31527
"10143",0.39136,31532
"10144",0.39136,31533
"10145",0.39136,31535
"10146",0.75656,31537
"10147",0.13249,31539
"10148",0.75656,31542
"10149",0.75656,31543
"10150",0.39136,31544
"10151",0.13249,31545
"10152",0.75656,31546
"10153",0.75656,31547
"10154",0.75656,31548
"10155",0.13249,31549
"10156",0.39136,31550
"10157",0.75656,31551
"10158",0.39136,31552
